variant,n_prompts,n_rows,iterations,routing_similarity_rs,rs_ci_low,rs_ci_high,jaccard_drift,jaccard_ci_low,jaccard_ci_high,jaccard_se,overlap_at_k,selection_shift,selection_shift_ci_low,selection_shift_ci_high
int4,100,201734,2000,0.8697480163011975,0.8660963891169466,0.8728628552101672,0.13025198369880253,0.12713714478983285,0.13390361088305336,0.001790796797193156,0.921896325524878,0.07810367447512201,0.07607803517940837,0.08049443197919182
int8,100,201734,2000,0.958077571352799,0.9565811664679434,0.9593791085058858,0.04192242864720097,0.040620891494114186,0.043418833532056555,0.0007148583750761568,0.9754115154942784,0.024588484505721597,0.023816050166112435,0.025486298008206454
