variant,n_prompts,n_rows,iterations,routing_similarity_rs,rs_ci_low,rs_ci_high,jaccard_drift,jaccard_ci_low,jaccard_ci_high,jaccard_se,overlap_at_k,selection_shift,selection_shift_ci_low,selection_shift_ci_high
int4,100,365568,2000,0.8343195115429592,0.8307798181209675,0.837535921788756,0.16568048845704075,0.16246407821124398,0.16922018187903254,0.00170124412852721,0.9004925212272409,0.09950747877275912,0.09739861499660907,0.10187391433534465
int8,100,365568,2000,0.9309982971179197,0.9284756073016137,0.9332727096907114,0.0690017028820803,0.06672729030928859,0.07152439269838629,0.0012395451935111716,0.960356896664916,0.03964310333508403,0.038286542886360686,0.041128533848884374
